symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
STLTECH.NS,463.20001220703125,414.08333079020184,315.67860921223956,279.17599884033206,171.975266011556,159.31969932556152,415.7665586291619,67.55000305175781,463.20001220703125,True,True,True,True,True,True,True,True,False,577.5892452769964,dry,1.605963568338318,False,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,100.0,True,True,,,,
CUPID.NS,123.20999908447266,122.3350003560384,112.26749992370605,103.55040008544921,84.73137344360352,73.25562006950378,121.0897810188458,17.68000030517578,133.9199981689453,True,True,True,True,True,True,True,True,False,534.057246374251,noise,45.44467220677519,False,Personal Products,Personal Care,99.94603345925526,True,True,,,,
MTARTECH.NS,8113.0,7194.791666666667,5812.783345540364,5170.37201171875,3561.722662760417,3083.4084967041017,7412.407348254292,1390.5,8449.5,True,True,True,True,True,True,True,True,False,392.62249558144606,green,160.3084795229053,False,Aerospace & Defense,Aerospace & Defense,99.83810037776578,True,True,,,,
VMARCIND.NS,1121.9000244140625,1100.4041646321614,929.2208336724175,854.4420007324219,722.154667561849,655.8895008850097,1091.1020348628886,271.3500061035156,1260.0,True,True,True,True,True,True,True,True,False,261.08785977983734,noise,51.86958504331965,False,Industrial Products,Cables - Electricals,99.5682676740421,True,True,,,,
VENUSREM.NS,1136.1500244140625,994.7791748046875,980.0944468180338,948.9610034179688,767.9676670328776,693.3392500305176,1025.9996242288178,331.5,1136.1500244140625,True,True,True,True,True,True,True,True,False,236.53732342223174,noise,78.03302769897782,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.46033459255261,True,True,,,,
BAJAJCON.NS,560.7000122070312,540.9666697184244,476.59861331515845,441.427001953125,347.5281345621745,319.55405059814456,540.8554762297878,168.25,581.0,True,True,True,True,True,True,True,True,False,225.70434625991686,noise,46.325898047332146,False,Personal Products,Personal Care,99.40636805180787,True,True,,,,
ROSSTECH.NS,1052.550048828125,907.3291727701823,911.3597276475695,850.4760034179687,733.7230021158854,720.4533966064453,937.4588173841696,344.7552795410156,1080.0,True,True,True,True,True,True,True,True,False,205.3035330537709,ppv,464.93796082418226,True,Aerospace & Defense,Aerospace & Defense,99.13653534808418,True,True,,,,
UNIHEALTH.NS,460.8500061035156,448.4874979654948,453.74027845594617,428.3120001220703,321.5456673177083,282.4092505645752,452.93117410799664,133.64999389648438,529.7999877929688,True,True,True,True,True,True,True,True,False,200.61969793172244,noise,72.72139625080801,False,Healthcare Services,Hospital,99.08256880733946,True,True,,,,
UCL.NS,155.75,143.78749974568686,119.06666670905219,105.88199981689453,69.81966674804687,63.70600021362305,146.00299877056062,38.0,155.75,True,True,True,True,True,True,True,True,False,199.51923076923075,dry,5.747126436781609,False,Chemicals & Petrochemicals,Dyes And Pigments,99.02860226659472,True,True,,,,
MIRCELECTR.NS,41.31999969482422,41.67249997456869,35.323055585225426,32.438399925231934,29.630266609191896,28.6623499584198,39.985687607641545,13.100000381469727,49.22999954223633,True,True,True,True,True,True,True,True,False,190.57664499930286,noise,25.934187880341593,False,Consumer Durables,Consumer Electronics,98.97463572584996,True,True,,,,
TDPOWERSYS.NS,1311.300048828125,1246.691670735677,1106.3041653103298,1029.9239978027344,841.4868277994792,767.4643965148925,1261.8505241839198,451.94684966011926,1361.0,True,True,True,True,True,True,True,True,False,166.2573972041061,noise,39.521941109706674,False,Electrical Equipment,Heavy Electrical Equipment,98.70480302212628,True,True,,,,
KESORAMIND.NS,13.369999885559082,12.55833331743876,11.097222275204128,10.268400030136108,8.887799990971883,8.016749989986419,12.463941971120203,4.550000190734863,14.260000228881836,True,True,True,True,True,True,True,True,False,164.2292497381872,noise,44.73252549414967,False,Cement & Cement Products,Cement & Cement Products,98.5968699406368,True,True,,,,
GAYAPROJ.NS,17.639999389648438,17.926666577657063,17.908055543899536,16.683999938964845,13.44539992014567,12.474499926567077,17.558322824837667,6.349999904632568,20.700000762939453,True,True,True,True,True,True,True,True,False,163.67711866623588,dry,18.234181280064252,False,Construction,Civil Construction,98.54290339989207,True,True,,,,
MCX.NS,3342.0,3293.0333048502603,2966.644436306424,2831.737998046875,2393.2593286132815,2193.426817626953,3291.282071545745,1245.6426469050639,3480.0,True,True,True,True,True,True,True,True,False,163.3045949706647,noise,44.91890729030333,False,Capital Markets,Exchange and Data Platform,98.48893685914733,True,True,,,,
SBC.NS,38.72999954223633,35.25916703542074,33.76000028186374,33.082000160217284,29.633600006103517,27.314699993133544,36.09974638484327,14.210000038146973,39.59000015258789,True,True,True,True,True,True,True,True,False,162.57626808295817,noise,47.91990594039913,False,Textiles & Apparels,Garments & Apparels,98.43497031840259,True,True,,,,
BLISSGVS.NS,317.0,286.249994913737,269.71555540296765,253.44659912109375,200.29042368570964,190.00129432678222,292.0819618938073,117.7448072129227,329.20001220703125,True,True,True,True,True,True,True,True,False,162.2207140347621,ppv,403.5804268504881,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,98.38100377765785,True,True,,,,
GVT&D.NS,4773.39990234375,4523.4665934244795,4343.019422743056,4157.185981445313,3479.079324544271,3328.865811767578,4616.269791336365,1767.3617768738306,4962.39990234375,True,True,True,True,True,True,True,True,False,159.25110554190067,noise,43.31282609434537,False,Electrical Equipment,Heavy Electrical Equipment,98.1651376146789,True,True,,,,
SAKAR.NS,813.25,688.1708323160807,628.294443766276,599.805,476.0906660970052,442.6342498779297,734.3705078473739,306.0,837.75,True,True,True,True,True,True,True,True,False,157.56136183689628,green,106.21540814435649,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,98.11117107393416,True,True,,,,
PRECWIRE.NS,439.6499938964844,397.24582926432294,381.59166463216144,359.6749981689453,285.9275719197591,260.14200897216796,403.9289356091675,168.08525400328446,467.5,True,True,True,True,True,True,True,True,False,155.8392649477527,ppv,487.4641039346816,False,Industrial Products,"Aluminium, Copper & Zinc Products",98.05720453318942,True,True,,,,
SHEETAL.NS,285.0,280.3375015258789,260.09722264607746,252.40900024414063,201.66933349609374,183.83215850830078,282.9283816290959,109.57594492121324,335.0,True,True,True,True,True,True,True,True,False,153.86241996870103,noise,21.436227224008576,False,Agricultural Food & other Products,Other Agricultural Products,98.00323799244468,True,True,,,,
IMFA.NS,1510.699951171875,1467.6083272298176,1463.7777811686199,1396.33,1321.4502018229166,1233.208286743164,1461.3248275413694,604.5566670205951,1679.9000244140625,True,True,True,True,True,True,True,True,False,147.8366555374697,noise,61.88758073981918,False,Ferrous Metals,Ferro & Silica Manganese,97.84133837021048,True,True,,,,
