symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
GAIL.NS,168.77000427246094,161.23500061035156,159.75166659884982,155.17720001220704,163.03486501057944,164.92968383789062,161.41322066151338,134.36000061035156,195.53239059429342,True,False,False,False,True,False,True,True,False,-8.185963809840835,ppv,195.11910328548478,False,Gas,Gas Transmission/Marketing,49.217485159201296,False,False
WIPRO.NS,209.0800018310547,195.5541674296061,200.03527704874674,197.9875994873047,224.3770608520508,228.44105758666993,198.95638944882194,186.5,266.2266963670133,False,False,False,False,True,False,True,True,False,-12.842093840431247,ppv,167.64093594362913,False,IT - Software,Computers - Software & Consulting,41.87803561791689,False,False
EICHERMOT.NS,7358.0,7043.958333333333,7094.958333333333,7032.47,7191.553333333333,7007.3225,7055.7920336389525,5152.687234561904,8230.0,True,True,True,False,True,True,True,True,False,37.79641091779757,ppv,147.4723532863186,False,Automobiles,2/3 Wheelers,86.61629789530491,True,False
JKTYRE.NS,381.6499938964844,377.4958318074544,400.4597227308485,403.39099975585935,457.0200010172526,430.31175048828123,376.05044332351684,311.0,611.9000244140625,False,True,True,False,False,False,False,True,False,-2.15224413454832,ppv,162.42236806861456,False,Auto Components,Tyres & Rubber Products,57.04263356718834,False,False
TORNTPHARM.NS,4642.89990234375,4438.8750406901045,4255.538920084636,4263.482026367187,4006.3078385416666,3896.4927783203125,4458.504188997301,3075.032643329192,4712.89990234375,True,True,True,True,True,True,True,True,False,42.402464703806395,ppv,178.35806818094522,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,88.18132757690232,True,True
BCG.NS,10.920000076293945,9.697500069936117,9.594999975628323,9.39099998474121,10.804933325449626,11.884850010871887,10.01825430799844,7.96999979019165,22.0,False,False,False,False,True,True,False,True,False,6.536586110184839,ppv,200.1579970947565,False,IT - Services,IT Enabled Services,67.08041014570966,False,False
NH.NS,1941.5999755859375,1868.2249959309895,1802.5527750651042,1762.9539965820313,1817.2819978841146,1808.741499633789,1879.2037609508202,1589.0,2364.630916434966,True,True,False,False,True,False,True,True,False,11.739837108227746,ppv,363.2386533028686,False,Healthcare Services,Hospital,71.9373988127361,True,False
SPARC.NS,227.74000549316406,179.4916648864746,155.48333231608072,145.00339920043945,137.63999989827474,138.30915016174316,186.96453579911883,108.0,233.8000030517578,True,False,False,True,True,True,True,True,False,37.37483844257632,ppv,656.5736213942886,True,Pharmaceuticals & Biotechnology,Pharmaceuticals,86.4543982730707,True,False
MINDACORP.NS,583.5,530.841667175293,525.0888917711046,518.7140020751954,557.7930830891927,548.9944038391113,541.4436710654721,443.7837866650364,619.3218146167902,True,True,False,False,True,True,True,True,False,16.71782397433983,ppv,475.1056755188592,False,Auto Components,Auto Components & Equipments,76.36265515380464,True,False
CENTURYPLY.NS,782.9500122070312,772.1291707356771,768.7638939751519,743.0970043945313,765.499668375651,767.8527908325195,773.1294840839869,618.5,859.0,True,False,True,False,True,False,True,True,False,6.268417315588248,ppv,1862.5252188212305,False,Consumer Durables,Plywood Boards/ Laminates,66.86454398273071,False,False
3MINDIA.NS,33605.0,31834.166666666668,31797.36111111111,31988.6,33626.3,32809.075,32303.62519591091,27360.01734212943,38030.0,False,True,False,False,True,False,True,True,False,15.324752692786081,ppv,171.09144542772862,False,Diversified,Diversified,75.22935779816514,True,False
SAMMAANCAP.NS,168.85000610351562,146.94083531697592,148.06111102634006,146.23740020751953,151.78886678059897,147.95710041046144,151.40301566319803,114.0999984741211,192.9499969482422,True,True,True,False,True,True,True,True,False,39.55699568954021,ppv,148.8365994755136,False,Finance,Housing Finance Company,87.1559633027523,True,False
PRECWIRE.NS,439.6499938964844,397.24582926432294,381.59166463216144,359.6749981689453,285.9275719197591,260.14200897216796,403.9289356091675,168.08525400328446,467.5,True,True,True,True,True,True,True,True,False,155.8392649477527,ppv,487.4641039346816,False,Industrial Products,"Aluminium, Copper & Zinc Products",98.05720453318942,True,True
SSWL.NS,213.02999877929688,209.5558344523112,209.71861182318793,202.35020080566406,204.63520090738933,209.75119750976563,210.2469884239667,169.0,278.5490644820506,True,False,False,False,True,False,True,True,False,-9.500607742216438,ppv,187.91043455312138,False,Auto Components,Auto Components & Equipments,47.328656233135455,False,False
SANDHAR.NS,654.5,543.8208338419596,509.59027693006726,499.19499938964844,522.6573333740234,505.8250505065918,565.0726137316119,402.13661244010495,659.0,True,True,False,False,True,True,True,True,False,52.095443176650846,ppv,274.2051263105655,False,Auto Components,Auto Components & Equipments,90.66378845116027,True,False
TENNIND.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,ppv,162.89934956720123,False,Auto Components,Auto Components & Equipments,,False,False
RAMRAT.NS,465.3999938964844,432.01666768391925,400.1361083984375,373.88599853515626,331.20466552734376,334.0483111572266,436.3517663436026,268.0,474.1499938964844,True,False,True,True,True,True,True,True,False,60.20256656448873,ppv,128.21156859526076,False,Electrical Equipment,Other Electrical Equipment,92.3907177549919,True,False
HITECH.NS,90.86000061035156,86.50083351135254,87.44222217135959,84.29039993286133,90.75593343098959,93.25648830413819,87.03696498698248,70.13999938964844,127.5,False,False,False,False,True,False,False,True,False,-5.707613207139339,ppv,153.36910154240852,False,Industrial Products,Iron & Steel Products,52.50944414463032,False,False
FINPIPE.NS,176.94000244140625,170.09833526611328,170.26527871025934,171.0988006591797,176.91993306477863,183.7121604156494,170.9769298510903,147.5399932861328,234.07062483931125,False,False,False,False,True,False,True,True,False,-6.675842462920634,ppv,51.834504392333145,False,Industrial Products,Plastic Products - Industrial,51.53804641122504,False,False
TITAGARH.NS,825.5,776.1583353678385,755.5597245958116,718.5000012207031,780.770331624349,803.5793563842774,775.3134913145956,568.7000122070312,972.6406113104133,True,False,False,False,True,True,True,True,False,-8.625322049482875,ppv,249.77338918600006,False,Industrial Manufacturing,Railway Wagons,48.40798704803022,False,False
JWL.NS,293.8500061035156,280.31666310628253,280.30777825249567,274.8542007446289,292.8114002482096,302.7000499725342,280.90266817238216,235.64999389648438,418.95001220703125,False,False,False,False,True,False,False,True,False,-26.134328920386764,ppv,95.69629657544577,False,Industrial Manufacturing,Railway Wagons,22.396114409066378,False,False
UNIVCABLES.NS,1170.0,1038.3999888102214,904.0833299424913,829.8199963378906,803.0736637369791,782.75384765625,1033.908254212517,564.8529936386731,1234.0,True,True,True,True,True,True,True,True,False,102.63841532287263,ppv,789.5586028710828,True,Industrial Products,Cables - Electricals,96.27630868861306,True,True
JAYBARMARU.NS,119.80999755859375,96.98666572570801,93.44749959309895,91.20179977416993,92.3605332438151,92.53020572662354,103.69409928349896,68.05977875037205,124.0999984741211,True,False,True,False,True,True,True,True,False,73.50825581274583,ppv,110.90238442336955,False,Auto Components,Auto Components & Equipments,94.17161359956827,True,False
