symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
SWANDEF.NS,1998.199951171875,2011.058349609375,1930.2388949924045,1899.6180029296875,1684.335331624349,1410.6082498168946,1990.023946277697,179.11000061035156,2489.0,True,True,True,True,True,True,True,True,False,1015.6272370959895,ppv,539.4096960271127,False,False,Industrial Manufacturing,Ship Building & Allied Services,100.0,True,True,10526.95,4.44,22230,0.0422
CUPID.NS,164.8300018310547,141.9408327738444,129.2341662512885,120.88999954223632,93.79017331441243,81.19704996109009,147.83497619097196,17.68000030517578,164.97000122070312,True,True,True,True,True,True,True,True,False,744.4159731845549,green,106.20199797456429,False,False,Personal Products,Personal Care,99.95138551288284,True,True,22164.04,278.54,16898485,1.2567
STLTECH.NS,608.7999877929688,593.8416646321615,455.24083031548395,396.40699798583984,217.71566574096678,192.87334922790527,582.5146969159905,74.80000305175781,679.9000244140625,True,True,True,True,True,True,True,True,False,690.9574875116616,noise,58.71918749996162,False,False,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,99.90277102576567,True,True,29719.65,355.77,5843743,1.1971
SIGMAADV.NS,462.20001220703125,444.67083231608075,359.4944462246365,311.29440155029295,224.64680135091146,208.38345066070556,447.1725961437752,81.61000061035156,503.8999938964844,True,True,True,True,True,True,True,True,False,354.072117152841,noise,93.18344352260432,False,False,Aerospace & Defense,Aerospace & Defense,99.85415653864852,True,True,8145.8,18.35,397001,0.2253
VMARCIND.NS,1399.6500244140625,1405.5791625976562,1174.4666697184246,1065.157001953125,800.2336669921875,723.1742512512207,1381.8125712459478,271.3500061035156,1615.0,True,True,True,True,True,True,True,True,False,338.76176313920456,noise,26.03247440875397,False,False,Industrial Products,Cables - Electricals,99.80554205153136,True,True,441.28,0.92,50665,0.2075
MTARTECH.NS,7344.0,7279.166666666667,6991.81389702691,6330.5780078125,4068.4293310546873,3525.0434967041015,7213.895980280418,1390.5,8449.5,True,True,True,True,True,True,True,True,False,326.50559822711284,green,196.0564887284071,False,False,Aerospace & Defense,Aerospace & Defense,99.7569275644142,True,True,22589.84,949.24,1292537,4.2021
VENUSREM.NS,1883.0,1586.8125101725261,1197.491672092014,1141.2670043945313,874.2203344726563,769.2890007019043,1638.2292702101836,415.3999938964844,1887.300048828125,True,True,True,True,True,True,True,True,False,325.34446534404066,noise,94.43942208804698,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.70831307729703,True,True,2519.96,16.09,85455,0.6385
PRIZOR.NS,872.0499877929688,754.6083374023438,692.0375027126736,625.8170001220703,415.9563333129883,390.97949989318846,782.8197508522395,183.5,872.0499877929688,True,True,True,True,True,True,True,True,False,321.8916307054086,green,102.4356931481903,False,False,Industrial Manufacturing,Industrial Products,99.65969859017987,True,True,194.79,0.57,31154,0.2914
BHAGYANGR.NS,326.1000061035156,312.5541687011719,297.46944469875757,268.31480072021486,191.19666692097982,168.5678001022339,310.8108138968447,70.20999908447266,351.8999938964844,True,True,True,True,True,True,True,True,False,310.9640987704223,noise,20.095153620268572,False,False,Non - Ferrous Metals,Copper,99.56246961594555,True,True,1043.36,10.15,311203,0.9727
ATHERENERG.NS,1027.4000244140625,1005.5375010172526,954.1013878716362,926.317998046875,768.4049991861979,725.0959989929199,1012.0909703256021,306.25,1069.0,True,True,True,True,True,True,True,True,False,229.40046313532264,noise,44.63335170820599,False,False,Automobiles,2/3 Wheelers,99.22216820612543,True,True,39361.85,496.27,4830336,1.2608
BAJAJCON.NS,592.4000244140625,568.3666687011719,534.1208343505859,505.8980010986328,376.7676676432292,345.0734506988525,573.0281012174507,168.25,620.8499755859375,True,True,True,True,True,True,True,True,False,224.92321227291336,noise,63.739670283053606,False,False,Personal Products,Personal Care,99.07632474477394,True,True,7737.83,80.83,1364428,1.0446
