rank,symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band,rs_score,vcp_score,volume_score,newhigh_score,entry_score,group_score,entry_status,market_state,market_multiplier,minervini_score,grade
1,PANAMAPET.NS,2026-07-23,500.75,436.8666687011719,416.0819447835286,390.3929998779297,318.15819986979164,309.3974002075195,449.3884193276534,229.0,512.0499877929688,True,True,True,True,True,True,True,True,False,40.50105603284773,ppv,167.96415984957,False,False,True,False,,Petroleum Products,Lubricants,90.0,True,True,3029.22,33.98,678666.0,1.1219,—,76.7,41.2,90.0,95.6,100.0,79.54545454545455,actionable,unknown,1.0,78.2,A
2,KMEW.NS,2026-07-23,2341.60009765625,2386.2999877929688,2203.013885498047,2143.6799975585936,1873.6166585286458,1739.9327416992187,2387.1061749019527,797.5,2540.0,True,True,True,True,True,True,True,False,False,162.57009752279254,noise,36.06693785452795,False,False,False,False,,Engineering Services,Dredging,98.86178861788618,True,True,5760.34,35.02,149549.0,0.6079,—,68.4,57.0,71.9,78.4,100.0,95.45454545454545,actionable,unknown,1.0,76.7,A
3,BHARATFORG.NS,2026-07-23,2175.300048828125,2148.383341471354,2081.4348415798613,2032.8383081054687,1795.1627303059895,1679.8747174072266,2162.7295140868073,1095.9181470372112,2231.230381760876,True,True,True,True,True,True,True,True,False,79.5491195723722,noise,69.11743236837981,False,False,False,False,,Auto Components,Auto Components & Equipments,95.73170731707317,True,True,103998.62,269.01,1236648.0,0.2587,—,75.4,67.5,78.5,89.0,100.0,54.54545454545454,actionable,unknown,1.0,76.6,A
4,STYLAMIND.NS,2026-07-23,3391.89990234375,3309.8749796549478,3240.1527642144097,3124.0079931640626,2530.730006510417,2406.326005859375,3369.200576788823,1594.0999755859375,4150.0,True,True,True,True,True,True,True,True,False,93.80070831750669,red,544.3657223516364,False,True,False,False,,Consumer Durables,Plywood Boards/ Laminates,96.869918699187,True,True,5752.23,25.54,75310.0,0.4441,—,68.8,65.6,65.0,57.5,100.0,86.36363636363636,actionable,unknown,1.0,73.4,A
5,SOTL.NS,2026-07-23,645.0999755859375,592.2666676839193,569.540279812283,530.0279998779297,417.70233357747395,409.5580001831055,596.5297417191869,285.79998779296875,666.5999755859375,True,True,True,True,True,True,True,True,False,62.0458466019806,ppv,808.8291915295167,False,False,True,False,,Petroleum Products,Lubricants,93.82113821138212,True,True,4422.83,33.72,522693.0,0.7624,—,85.6,42.3,90.0,93.5,54.6,79.54545454545455,actionable,unknown,1.0,73.1,A
6,KTKBANK.NS,2026-07-23,281.79998779296875,274.7124989827474,270.8722220526801,268.58800048828124,234.54379974365236,222.87639953613282,276.0163357811153,164.46822856250571,284.8999938964844,True,True,True,True,True,True,True,True,False,51.54558817362973,ppv,144.66477260151962,False,True,True,False,,Banks,Private Sector Bank,92.27642276422763,True,True,10657.16,67.92,2410133.0,0.6373,—,67.7,65.4,72.0,97.8,100.0,43.18181818181818,actionable,unknown,1.0,72.8,A
7,RPTECH.NS,2026-07-23,761.5499877929688,761.3708343505859,709.2194502088759,661.3250048828126,479.35600138346354,442.4240007019043,756.360492788597,274.03069500955513,812.8499755859375,True,True,True,True,True,True,True,True,False,146.94875004465558,dry,16.452720961804452,False,False,False,False,,IT - Hardware,Computers Hardware & Equipments,98.6178861788618,True,True,5018.59,91.75,1204827.0,1.8283,—,73.0,49.7,94.0,81.4,50.0,81.81818181818183,watch — approaching pivot,unknown,1.0,71.0,A
8,ASTRAMICRO.NS,2026-07-23,1783.0999755859375,1759.7916564941406,1663.9888780381943,1549.12798828125,1173.5393286132812,1132.5677462768554,1755.7637499755751,851.0,1871.0,True,True,True,True,True,True,True,True,False,82.62732125495282,noise,30.17586454800089,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,95.89430894308944,True,True,16929.64,169.41,950068.0,1.0007,—,86.8,37.3,74.0,84.6,80.4,68.18181818181817,actionable,unknown,1.0,70.6,A
9,AIMTRON.NS,2026-07-22,1334.75,1346.308349609375,1287.0555691189236,1245.545009765625,988.9240026855468,949.3522506713867,1341.4375798056667,632.5999755859375,1480.0,True,True,True,True,True,True,True,False,False,66.14801027739827,ppv,132.71783035199076,False,False,False,False,,Industrial Manufacturing,Industrial Products,94.3089430894309,True,True,1113.17,2.83,51950.0,0.2545,—,56.7,55.4,87.7,74.4,71.6,84.0909090909091,actionable,unknown,1.0,70.5,A
10,AZAD.NS,2026-07-23,2347.800048828125,2370.3750203450522,2201.6861233181426,2153.788010253906,1846.8840063476562,1797.3395050048828,2339.5872016147305,1360.0,2530.0,True,True,True,True,True,True,True,True,False,45.28465648688893,ppv,237.034278201589,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,90.9349593495935,True,True,15162.5,132.65,564994.0,0.8749,—,68.8,53.8,90.0,79.6,59.0,75.0,actionable,unknown,1.0,70.4,A
