symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
SYRMA.NS,1440.5,1323.5,1168.0291765001084,1118.1690051269532,892.5543355305989,874.3996795654297,1346.7476100929603,499.0761959610563,1517.699951171875,True,True,True,True,True,True,True,True,False,186.74079890956338,ppv,212.5572034346737,False,False,True,False,Industrial Manufacturing,Industrial Products,98.44735565259583,True,True,27660.95,217.33,1513473,0.7857
ANGELONE.NS,335.25,343.47083282470703,332.77361382378473,328.3446014404297,275.63439676920575,265.767269821167,343.0811627755445,206.75854823075167,360.45001220703125,True,True,True,True,True,True,True,False,False,16.07088461866408,noise,38.30801682832659,False,False,False,False,Capital Markets,Stockbroking & Allied,74.235807860262,True,True,30642.87,315.74,9411158,1.0304
SHRIPISTON.NS,4033.0,3729.3666381835938,3496.74166531033,3514.9000048828125,3168.953336588542,3042.751912841797,3788.4078706464807,2297.412275557539,4050.0,True,True,True,True,True,True,True,True,False,71.57441999835896,ppv,122.08917591398412,False,False,True,False,Auto Components,Auto Components & Equipments,93.59534206695778,True,True,17760.89,30.94,76740,0.1742
STLTECH.NS,613.3499755859375,609.5666656494141,525.8999972873264,460.14679748535156,244.7031989542643,213.12529911041258,609.414075473726,84.5999984741211,679.9000244140625,True,True,True,True,True,True,True,True,False,506.5565258369906,dry,14.620847123997699,False,False,False,False,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,99.85443959243085,True,True,29941.76,303.13,4942242,1.0124
AJANTPHARM.NS,3180.39990234375,3126.2332763671875,3085.6444159613716,3013.5719775390626,2861.4799951171876,2763.6879309082033,3140.5947641424445,2304.0552404050886,3314.89990234375,True,True,True,True,True,True,True,True,False,24.2591264071526,noise,30.061796243689486,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,79.52450266860748,True,True,39866.96,36.88,115561,0.0925
CONFIPET.NS,71.87000274658203,70.56416702270508,66.65972211625841,63.528000030517575,45.34000010172526,45.00321519851685,70.84870185388331,28.059999465942383,80.56999969482422,True,True,True,True,True,True,True,True,False,27.837070768535966,noise,98.66084635606974,False,True,False,False,Gas,LPG/CNG/PNG/LNG Supplier,81.46530810286269,True,True,2383.5,35.8,4990556,1.5021
CEIGALL.NS,382.20001220703125,374.2083333333333,357.6458333333333,349.44200012207034,294.95646677652996,286.42979965209963,374.51695120039057,222.61000061035156,392.70001220703125,True,True,True,True,True,True,True,True,False,56.72927550661513,ppv,169.23109418018925,False,False,True,False,Construction,Civil Construction,91.36341581756429,True,True,6654.63,24.21,633779,0.3638
PRECWIRE.NS,420.3500061035156,413.9416681925456,412.94305504692926,410.19999938964844,315.95314463297524,288.61956886291506,420.7865666289057,168.08525400328446,467.5,True,True,True,True,True,True,True,False,False,128.64521438805164,noise,65.48958649851868,False,False,False,False,Industrial Products,"Aluminium, Copper & Zinc Products",97.42843279961184,True,True,7700.79,29.11,691081,0.378
PGIL.NS,2071.0,1780.8499959309895,1665.7129313151042,1638.5827880859374,1587.3103084309896,1524.5684759521484,1861.4561895404458,1167.6433047093678,2115.699951171875,True,True,True,True,True,True,True,True,False,40.322782484299765,red,192.87719768015202,False,True,False,False,Textiles & Apparels,Garments & Apparels,86.70548277535177,True,True,9542.1,26.39,127745,0.2766
SANDHAR.NS,683.9500122070312,701.6416676839193,645.015276590983,603.1729986572266,548.3856669108073,535.8997091674805,694.1952547580056,402.13661244010495,763.2000122070312,True,True,True,True,True,True,True,False,False,27.906496548323467,noise,44.622007686186656,False,True,False,False,Auto Components,Auto Components & Equipments,81.56234837457545,True,True,4117.89,38.24,560284,0.9286
HSCL.NS,678.0999755859375,675.7916615804037,633.0462697347006,614.2473693847656,512.3491872151693,499.6541069030762,667.4311111964979,417.9330556788151,718.0,True,True,True,True,True,True,True,True,False,54.06008667725028,green,109.34431983111494,False,False,False,False,Chemicals & Petrochemicals,Carbon Black,90.63561377971858,True,True,34238.19,756.41,11146600,2.2093
NUVAMA.NS,1748.5999755859375,1672.5916544596355,1573.0103793674045,1510.8814672851563,1391.4894222005207,1381.2340899658202,1697.9213572728154,1086.5091731363827,1779.9000244140625,True,True,True,True,True,True,True,True,False,26.196814450250617,noise,85.45518791468685,False,False,True,False,Capital Markets,Stockbroking & Allied,80.4463852498787,True,True,32125.07,98.74,561001,0.3073
PHOENIXLTD.NS,1904.5999755859375,1842.8916524251301,1788.3611145019531,1788.766005859375,1745.6219995117187,1717.8070275878906,1859.4516261776157,1400.2525431951217,1993.0,True,True,True,True,True,True,True,True,False,21.7938423963715,red,141.10969641562068,False,False,False,False,Realty,"Residential, Commercial Projects",78.06889859291606,True,True,68159.12,95.43,500731,0.14
CCL.NS,1163.199951171875,1144.4083353678386,1112.7611151801216,1116.0900024414063,1039.4218318684896,1003.7371392822265,1145.509651061669,773.3397838222705,1236.199951171875,True,True,True,True,True,True,True,True,False,43.03127842089012,noise,30.472496482768936,False,False,False,False,Agricultural Food & other Products,Tea & Coffee,87.53032508491025,True,True,15525.93,49.03,421017,0.3158
ATHERENERG.NS,998.75,1000.8916625976562,966.1958312988281,951.1259985351562,786.4773319498698,746.0184986877441,992.635461249976,314.3999938964844,1069.0,True,True,True,True,True,True,True,True,False,214.3194335169158,noise,41.713934198178336,False,False,False,False,Automobiles,2/3 Wheelers,98.83551673944687,True,True,38254.63,461.97,4626623,1.2076
SONACOMS.NS,619.25,603.3795827229818,596.0356597900391,593.0113940429687,530.4486018880208,510.04045822143553,609.8027561565991,399.8350028638013,632.2000122070312,True,True,True,True,True,True,True,True,False,30.963523922986557,red,156.9882678910785,False,False,False,False,Auto Components,Auto Components & Equipments,83.30907326540515,True,True,38528.84,140.54,2268991,0.3648
AKUMS.NS,609.3499755859375,608.1833292643229,558.3055538601345,553.3039990234375,488.0480000813802,480.70025009155273,603.8535874278181,409.29998779296875,639.0,True,True,True,True,True,True,True,True,False,12.623600283510882,noise,73.08303580704629,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,71.17903930131004,True,True,9302.48,17.01,280002,0.1829
RSWM.NS,193.36000061035156,199.34666697184244,181.8636114332411,176.58960083007813,156.41720026652018,155.35630039215087,196.1039399236505,120.0,224.0,True,True,True,True,True,True,True,False,False,14.7945843076166,noise,21.72025455106968,False,False,False,False,Textiles & Apparels,Other Textile Products,73.36244541484717,True,True,913.77,3.44,177242,0.3763
VMARCIND.NS,1580.5,1540.5208435058594,1331.0388929578994,1221.4050048828126,854.2940006510416,773.4370016479493,1564.2682641145707,271.3500061035156,1708.0,True,True,True,True,True,True,True,True,False,453.3963467168654,noise,30.50352294208627,False,False,False,False,Industrial Products,Cables - Electricals,99.80591945657447,True,True,441.28,0.96,53226,0.218
TIMKEN.NS,3653.699951171875,3629.9666748046875,3599.4972127278647,3571.4919921875,3302.0560009765627,3229.5039978027344,3667.1873432890175,2800.5,3925.0,True,True,True,True,True,True,True,False,False,12.57368733342119,red,102.93639207395948,False,False,False,False,Industrial Products,Abrasives & Bearings,71.13051916545366,True,True,27507.49,25.21,68931,0.0916
AIAENG.NS,4829.89990234375,4599.5666910807295,4319.586134168837,4224.140024414062,3953.926012369792,3772.971007080078,4696.8191244634,2985.486170743132,5060.0,True,True,True,True,True,True,True,True,False,44.49881041916939,noise,61.72748621529899,False,False,False,False,Industrial Products,Castings & Forgings,87.91848617176127,True,True,45237.05,40.52,83599,0.0896
ICIL.NS,426.3999938964844,372.7791697184245,331.26944647894965,315.8630010986328,286.0462008666992,284.18499977111816,388.8340680129659,216.89999389648438,442.95001220703125,True,True,True,True,True,True,True,True,False,56.281021121794225,red,139.90369703269045,False,True,False,False,Textiles & Apparels,Other Textile Products,91.26637554585153,True,True,8456.92,38.41,899553,0.4542
SCHNEIDER.NS,1335.300048828125,1260.1166687011719,1264.0555623372395,1241.0100048828126,937.7056681315104,915.2067520141602,1311.2295513686372,571.8499755859375,1468.699951171875,True,True,True,True,True,True,True,True,False,76.04483175057679,noise,81.40008852955447,False,False,False,False,Electrical Equipment,Heavy Electrical Equipment,94.22610383309073,True,True,32252.74,47.88,354935,0.1484
ELGIEQUIP.NS,604.0499877929688,606.0541534423828,579.3736097547743,571.7040002441406,513.4056667073568,506.33300018310547,606.9387608969364,408.25,633.8499755859375,True,True,True,True,True,True,True,False,False,13.410008357276615,noise,76.1450182582575,False,False,False,False,Industrial Products,"Compressors, Pumps & Diesel Engines",71.95536147501213,True,True,19029.55,33.32,551965,0.1751
SANSERA.NS,3146.199951171875,2962.7583618164062,2794.005567762587,2710.036015625,2195.185332845052,2012.8905041503906,3016.2411653166573,1213.621511341324,3271.0,True,True,True,True,True,True,True,True,False,137.18547950565693,red,139.85887888746387,False,False,False,False,Auto Components,Auto Components & Equipments,97.57399320718098,True,True,19663.36,95.2,302115,0.4841
WOCKPHARMA.NS,1965.199951171875,1958.5416666666667,1818.2777676052517,1713.5539916992188,1469.0553263346353,1455.0629949951172,1970.6372643616394,1086.699951171875,2422.300048828125,True,True,True,True,True,True,True,False,False,12.162546575840949,noise,30.00110066632857,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,70.790878214459,True,True,31929.71,459.39,2337842,1.4387
NAVINFLUOR.NS,7609.0,7384.411051432292,7166.4487711588545,7009.198193359375,6383.577001953125,6052.082087402344,7449.84606311531,4488.291781017636,7744.0,True,True,True,True,True,True,True,True,False,63.015397889524415,noise,48.75135316058568,False,False,False,False,Chemicals & Petrochemicals,Specialty Chemicals,92.38233867054828,True,True,39490.19,157.9,205067,0.3999
ENGINERSIN.NS,251.82000732421875,244.19499969482422,240.1613883972168,243.16619995117188,211.38245361328126,208.15192718505858,248.79893802895904,162.352472800208,267.0,True,True,True,True,True,True,True,True,False,12.563677932622518,noise,55.2327540553822,False,False,False,False,Construction,Civil Construction,71.03347889374089,True,True,14156.72,125.49,4982014,0.8864
VIYASH.NS,269.29998779296875,256.6291669209798,246.76777606540256,235.8909991455078,216.42486623128255,213.7319992828369,261.1113576256813,166.0,278.8999938964844,True,True,True,True,True,True,True,True,False,46.03328585492659,noise,85.22642427959319,False,True,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,88.50072780203784,True,True,11684.12,55.85,2086472,0.478
SATIN.NS,231.02999877929688,232.07083384195963,226.60888799031576,212.59219940185548,170.61886647542318,165.11769981384276,233.46657742874726,133.00999450683594,247.0,True,True,True,True,True,True,True,False,False,52.374361046993286,noise,25.527505987809413,False,False,False,False,Finance,Microfinance Institutions,90.1018922852984,True,True,2537.97,23.43,1015238,0.923
JBCHEPHARM.NS,2243.89990234375,2219.1833292643228,2178.220119900174,2136.6006127929686,1980.5129443359374,1908.1920788574218,2217.6096506131585,1580.030091023051,2300.0,True,True,True,True,True,True,True,True,False,26.801648846608252,noise,51.12070917495982,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,80.9315866084425,True,True,35708.26,63.78,286793,0.1786
SANGAMIND.NS,541.8499755859375,534.4905395507812,518.0537134806315,515.54474609375,470.0098956298828,458.0740393066406,536.7173246592539,338.59289311880764,574.9000244140625,True,True,True,True,True,True,True,True,False,32.472661762399554,noise,66.55377983072681,False,True,False,False,Textiles & Apparels,Other Textile Products,83.79427462396895,True,True,2643.02,3.06,57141,0.1159
NITINSPIN.NS,550.4000244140625,551.0750020345052,520.3513887193468,500.2629998779297,395.2613336181641,379.1380001831055,551.5106504194405,302.20001220703125,573.9000244140625,True,True,True,True,True,True,True,False,False,49.94113926450019,noise,72.79564319920047,False,True,False,False,Textiles & Apparels,Other Textile Products,89.51965065502183,True,True,3070.17,10.86,198915,0.3538
GRINDWELL.NS,2228.0,2057.5916646321616,1929.9638977050781,1840.4120043945313,1651.1280029296875,1646.012001953125,2096.2780444969235,1329.0,2294.39990234375,True,True,True,True,True,True,True,True,False,35.96133561378521,ppv,167.21885078490558,False,False,True,False,Industrial Products,Abrasives & Bearings,85.00727802037845,True,True,24303.04,20.38,92870,0.0839
MANINDS.NS,569.1500244140625,571.2624969482422,546.2847179836697,543.8359967041016,447.4819991048177,436.6209997558594,575.6411447434928,302.04998779296875,623.7000122070312,True,True,True,True,True,True,True,False,False,46.01078559200737,noise,49.10342581818294,False,False,False,False,Industrial Products,Iron & Steel Products,88.45220766618147,True,True,4254.54,52.98,934069,1.2453
UNIVCABLES.NS,1216.0999755859375,1230.4416605631511,1147.963885837131,1072.550997314453,875.3343310546875,839.2769973754882,1244.8627267438483,576.0,1391.0,True,True,True,True,True,True,True,False,False,75.80152619219757,noise,55.8738583307956,False,False,False,False,Industrial Products,Cables - Electricals,94.17758369723435,True,True,4246.71,36.42,297587,0.8577
JAYBARMARU.NS,166.85000610351562,158.1941655476888,125.47027693854437,116.70199951171875,99.9953330485026,99.00814994812012,159.6544737240458,70.42001244022823,178.88999938964844,True,True,True,True,True,True,True,True,False,118.50378206376479,noise,72.69868982602475,False,True,False,False,Auto Components,Auto Components & Equipments,96.79767103347889,True,True,1813.19,22.3,1331312,1.2298
KRISHANA.NS,724.5999755859375,685.1482899983724,680.5531243218315,667.2739208984375,561.321494140625,553.9421292114258,694.7821615378687,411.30171905083773,748.5499877929688,True,True,True,True,True,True,True,True,False,42.51193997134839,red,183.16253677014294,False,False,False,False,Fertilizers & Agrochemicals,Fertilizers,87.33624454148472,True,True,4481.88,23.28,321125,0.5194
NAM-INDIA.NS,1139.0,1125.0941975911458,1092.5036180284287,1070.9550512695312,936.9829431152343,915.5458450317383,1137.0172111085233,728.4251637012082,1186.0,True,True,True,True,True,True,True,True,False,52.0849050399226,noise,51.71440794742254,False,False,False,False,Capital Markets,Asset Management Company,90.05337214944203,True,True,72879.73,134.0,1175398,0.1839
BHAGYANGR.NS,392.1499938964844,357.4416681925456,321.0027787950304,300.5798004150391,203.64340021769206,180.1329001235962,369.2439813416966,76.83999633789062,415.20001220703125,True,True,True,True,True,True,True,True,False,373.61108628384187,noise,42.60216658323968,False,False,False,False,Non - Ferrous Metals,Copper,99.70887918486171,True,True,1254.68,12.11,308822,0.9652
PRIVISCL.NS,3550.5,3464.633341471354,3326.205552842882,3308.8620068359373,3060.572674153646,2963.5870056152344,3505.0583283997807,2173.199951171875,3720.10009765625,True,True,True,True,True,True,True,True,False,51.85517315408883,noise,38.69190422306872,False,False,False,False,Chemicals & Petrochemicals,Specialty Chemicals,90.00485201358563,True,True,13855.93,36.88,103962,0.2661
KIRLPNU.NS,1899.199951171875,1797.941650390625,1653.3138936360676,1588.0780053710937,1259.112080078125,1239.821235961914,1855.4944016571912,987.0724322864878,2197.10009765625,True,True,True,True,True,True,True,True,False,42.29796327255995,noise,71.60121412652225,False,False,False,False,Industrial Products,"Compressors, Pumps & Diesel Engines",87.23920426977195,True,True,12388.48,44.55,233591,0.3596
ALIVUS.NS,1108.300048828125,1066.3250071207683,1063.9250064425999,1061.716007080078,969.3006689453125,960.0547509765624,1081.802364609293,819.0,1148.4000244140625,True,True,True,True,True,True,True,True,True,11.620566538187127,noise,47.42928016519241,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,70.3056768558952,True,True,13539.39,11.12,100809,0.0821
TRITURBINE.NS,669.3499755859375,676.0875040690104,661.5305582682291,635.262001953125,544.2149837239583,539.3763555908204,683.4316397565996,428.3500061035156,787.5999755859375,True,True,True,True,True,True,True,False,False,12.878936112813166,noise,26.501955074885643,False,True,False,False,Electrical Equipment,Heavy Electrical Equipment,71.37311984473557,True,True,21171.81,218.35,3278569,1.0313
HONASA.NS,417.70001220703125,412.3500010172526,392.30694580078125,379.0610009765625,318.41266743977866,310.9287506103516,413.44949901680957,248.39999389648438,438.3500061035156,True,True,True,True,True,True,True,True,False,38.932320201825085,ppv,272.63352029334607,False,False,False,False,Personal Products,Personal Care,86.17176128093159,True,True,13595.21,107.37,2574873,0.7898
MSPL.NS,41.900001525878906,42.200833320617676,41.6869445376926,40.032600021362306,35.421533279418945,35.395349988937376,42.44308040837834,26.25,46.119998931884766,True,True,True,True,True,True,True,False,False,53.42366292658245,noise,44.2249645861088,False,False,False,False,Industrial Products,Iron & Steel Products,90.39301310043668,True,True,2370.34,10.09,2412168,0.4256
SPORTKING.NS,178.08999633789062,179.3550008138021,169.74666680230035,162.49179931640626,122.37193318684896,117.4810498046875,179.77743641861264,78.16999816894531,198.5,True,True,True,True,True,True,True,False,False,68.03048627433084,noise,81.48152151283887,False,False,False,False,Textiles & Apparels,Other Textile Products,93.0616205725376,True,True,2270.51,9.82,550205,0.4323
MUTHOOTMF.NS,210.5500030517578,200.1233342488607,188.72333314683704,189.22440002441405,179.2624666341146,176.17689987182618,202.82945356939283,125.12000274658203,217.99000549316406,True,True,True,True,True,True,True,True,False,66.99714466525124,noise,30.754776047449674,False,False,False,False,Finance,Microfinance Institutions,92.8190198932557,True,True,3531.49,15.67,744302,0.4437
RICOAUTO.NS,134.74000549316406,138.4383316040039,126.41888766818576,123.36839935302734,120.56719955444336,113.8635997390747,138.79284339398217,65.40713375710308,157.0,True,True,True,True,True,True,True,False,False,83.22749200561657,noise,71.02865511771763,False,False,False,False,Auto Components,Auto Components & Equipments,94.80834546336729,True,True,1815.8,41.32,3078309,2.2754
VOLTAMP.NS,10304.0,10086.958333333334,9617.666666666666,10010.28,8749.513333333334,8411.4175,10199.94899510345,6666.0,12863.0,True,True,True,True,True,True,True,True,False,20.32722704897514,noise,56.653834461544015,False,False,False,False,Electrical Equipment,Heavy Electrical Equipment,77.19553614750122,True,True,10469.2,75.77,73226,0.7238
SAILIFE.NS,1221.300048828125,1207.0083414713542,1159.4527791341145,1125.065994873047,989.3716638183594,962.4629977416993,1207.1792695474965,736.5,1249.0,True,True,True,True,True,True,True,True,False,61.943911594647915,noise,86.11217623905692,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,92.18825812712275,True,True,25858.56,76.86,630961,0.2972
SURYODAY.NS,171.97999572753906,171.7849973042806,168.92722108629016,163.60459899902344,143.99166631062826,143.1546496963501,172.3084705225822,115.41000366210938,190.77999877929688,True,True,True,True,True,True,True,False,False,22.798994630497084,noise,66.28143420702864,False,False,False,False,Banks,Other Bank,78.79670063076176,True,True,1822.87,8.83,515048,0.4846
GRWRHITECH.NS,6688.5,6519.291666666667,5915.161105685764,5414.266000976562,4229.999332682291,3993.8334582519533,6575.120758935086,2671.6173087131406,7085.5,True,True,True,True,True,True,True,True,False,67.72427196068473,noise,25.586046955345903,False,False,False,False,Industrial Products,Plastic Products - Industrial,92.96458030082484,True,True,15500.65,74.5,111656,0.4806
TDPOWERSYS.NS,1255.0999755859375,1234.0833333333333,1255.5833367241753,1213.6559997558593,923.8733321126302,853.8072351074219,1264.903211759863,451.94684966011926,1379.5999755859375,True,True,True,True,True,True,True,False,False,143.00934856873826,noise,55.71473637903435,False,True,False,False,Electrical Equipment,Heavy Electrical Equipment,97.86511402231926,True,True,19606.67,178.11,1419178,0.9084
CARRARO.NS,560.6500244140625,546.1166763305664,554.9013934665256,558.7570037841797,531.2050020345052,518.5600010681152,557.3958513342302,396.8366996501002,667.5499877929688,True,True,True,True,True,True,True,True,False,36.613039356026114,noise,94.8468458389128,False,False,False,False,Auto Components,Auto Components & Equipments,85.20135856380398,True,True,3177.43,14.91,266802,0.4693
PROV.NS,1530.0,1517.9166666666667,1521.2263895670574,1457.3060034179687,1309.367666829427,1256.4365005493164,1524.3012061709535,815.0999755859375,1679.949951171875,True,True,True,True,True,True,True,True,False,61.052631578947356,noise,62.34413965087282,False,False,False,False,Food Products,Other Food Products,92.09121785541,True,True,375.69,0.07,604,0.0175
MANGLMCEM.NS,921.7999877929688,864.1333363850912,859.173607720269,876.1849951171876,818.4539986165364,801.8412487792968,879.0175621414272,679.3499755859375,967.9500122070312,True,True,True,True,True,True,True,True,True,26.764821712390983,ppv,233.41433448028232,False,False,False,False,Cement & Cement Products,Cement & Cement Products,80.88306647258612,True,True,2535.66,7.44,80692,0.2935
AVALON.NS,1750.300048828125,1708.5500081380208,1533.088890923394,1408.6710009765625,1095.7290022786458,1090.5490020751954,1718.651718339138,777.2999877929688,1807.0,True,True,True,True,True,True,True,True,False,114.19567968356579,noise,32.50262531420785,False,False,False,False,Electrical Equipment,Other Electrical Equipment,96.50655021834062,True,True,11718.78,85.81,489224,0.7322
DREDGECORP.NS,1067.4000244140625,1120.3250122070312,1081.1305626763237,1047.0710034179688,985.0606665039063,910.447749633789,1136.2606579944136,538.0,1286.0,True,True,True,True,True,True,True,False,False,55.06647232833413,red,108.11929382151861,False,False,False,False,Engineering Services,Dredging,91.072295002426,True,True,2967.72,53.48,504570,1.802
