symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
KRISHANA.NS,724.5999755859375,685.1482899983724,680.5531243218315,667.2739208984375,561.321494140625,553.9421292114258,694.7821615378687,411.30171905083773,748.5499877929688,True,True,True,True,True,True,True,True,False,42.51193997134839,red,183.16253677014294,False,False,False,False,Fertilizers & Agrochemicals,Fertilizers,87.33624454148472,True,True,4481.88,23.28,321125,0.5194
KIRLPNU.NS,1899.199951171875,1797.941650390625,1653.3138936360676,1588.0780053710937,1259.112080078125,1239.821235961914,1855.4944016571912,987.0724322864878,2197.10009765625,True,True,True,True,True,True,True,True,False,42.29796327255995,noise,71.60121412652225,False,False,False,False,Industrial Products,"Compressors, Pumps & Diesel Engines",87.23920426977195,True,True,12388.48,44.55,233591,0.3596
AUROPHARMA.NS,1555.199951171875,1472.6083272298176,1472.7027757432725,1454.727998046875,1298.988663736979,1252.123998413086,1494.917596676955,1016.0999755859375,1565.0,True,True,True,True,True,True,True,True,False,42.27469354462621,green,158.64264076641885,False,False,True,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,87.19068413391557,True,True,89448.25,218.78,1407299,0.2446
SANSTAR.NS,125.04000091552734,118.334166208903,112.2427772945828,105.81099929809571,94.24666636149088,94.22329978942871,120.37402189999716,74.30000305175781,137.49000549316406,True,True,True,True,True,True,True,True,False,41.99409991162864,red,152.36827830729501,False,True,False,False,Agricultural Food & other Products,Other Agricultural Products,87.04512372634643,True,True,2259.83,13.25,1068858,0.5865
THERMAX.NS,4828.7998046875,4739.591552734375,4655.2471923828125,4496.93998046875,3534.9386572265626,3456.5464916992187,4768.851896596584,2742.699951171875,5075.0,True,True,True,True,True,True,True,True,False,41.634259300699796,noise,77.93548923022952,False,False,False,False,Electrical Equipment,Heavy Electrical Equipment,86.99660359049005,True,True,54578.28,152.37,314496,0.2792
PGIL.NS,2071.0,1780.8499959309895,1665.7129313151042,1638.5827880859374,1587.3103084309896,1524.5684759521484,1861.4561895404458,1167.6433047093678,2115.699951171875,True,True,True,True,True,True,True,True,False,40.322782484299765,red,192.87719768015202,False,True,False,False,Textiles & Apparels,Garments & Apparels,86.70548277535177,True,True,9542.1,26.39,127745,0.2766
EMCURE.NS,1880.199951171875,1764.5083109537761,1725.2888793945312,1706.4639892578125,1553.9153304036458,1504.1649993896485,1793.3785238658936,1226.3641410232713,1944.0,True,True,True,True,True,True,True,True,False,40.22684512408803,ppv,345.3890209267659,False,False,True,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,86.60844250363901,True,True,35754.71,50.99,270498,0.1426
SHIVAUM.NS,405.0,368.1374994913737,342.25972323947485,343.63200134277344,315.80266662597654,311.4687498474121,370.8752309203631,275.0,407.0,True,True,True,True,True,True,True,True,False,40.13840830449826,ppv,151.7948717948718,False,False,True,False,Commercial Services & Supplies,Trading & Distributors,86.55992236778263,True,True,550.82,0.02,403,0.003
HONASA.NS,417.70001220703125,412.3500010172526,392.30694580078125,379.0610009765625,318.41266743977866,310.9287506103516,413.44949901680957,248.39999389648438,438.3500061035156,True,True,True,True,True,True,True,True,False,38.932320201825085,ppv,272.63352029334607,False,False,False,False,Personal Products,Personal Care,86.17176128093159,True,True,13595.21,107.37,2574873,0.7898
GNA.NS,436.70001220703125,394.2308934529622,381.52865261501734,395.5812023925781,375.25914286295574,359.2320544433594,406.6922327074654,289.7233688082436,466.65519277373505,True,True,True,True,True,True,True,True,False,38.92296106633073,ppv,250.36541269824224,False,False,False,False,Auto Components,Auto Components & Equipments,86.07472100921882,True,True,1867.49,11.21,257690,0.6002
PRECOT.NS,736.2000122070312,717.1833292643229,718.2847239176432,674.4300012207032,519.4343349202474,500.64650146484377,730.4036959564173,300.04998779296875,861.25,True,True,True,True,True,True,True,True,False,38.84915415513706,noise,26.85047233910182,False,False,False,False,Textiles & Apparels,Other Textile Products,86.02620087336244,True,True,888.0,0.57,7704,0.0642
RACLGEAR.NS,1342.699951171875,1309.8750101725261,1294.2833421495225,1295.630009765625,1209.709628499349,1170.7036071777343,1322.161600967093,804.2043907437434,1690.2278315095687,True,True,True,True,True,True,True,True,False,38.48824006815001,noise,51.20997213591056,False,False,False,False,Auto Components,Auto Components & Equipments,85.92916060164968,True,True,1582.75,3.6,26896,0.2278
CARYSIL.NS,1179.0999755859375,1186.4000142415364,1078.7750023735894,1030.0850024414062,928.5570003255208,927.6859033203125,1177.6541704255299,732.0999755859375,1247.9000244140625,True,True,True,True,True,True,True,True,False,38.40790005936565,noise,39.189782384665534,False,True,False,False,Consumer Durables,Household Appliances,85.8806404657933,True,True,3352.25,18.05,153124,0.5384
STEELCAS.NS,297.95001220703125,293.37083435058594,287.4736099243164,288.8259991455078,243.56818267822266,237.21873275756835,296.22687692964405,175.6788221569667,344.0,True,True,True,True,True,True,True,True,False,38.36456809620472,red,304.3128076170174,False,False,False,False,Industrial Products,Castings & Forgings,85.83212032993693,True,True,2989.45,5.99,202912,0.2005
CARRARO.NS,560.6500244140625,546.1166763305664,554.9013934665256,558.7570037841797,531.2050020345052,518.5600010681152,557.3958513342302,396.8366996501002,667.5499877929688,True,True,True,True,True,True,True,True,False,36.613039356026114,noise,94.8468458389128,False,False,False,False,Auto Components,Auto Components & Equipments,85.20135856380398,True,True,3177.43,14.91,266802,0.4693
GRINDWELL.NS,2228.0,2057.5916646321616,1929.9638977050781,1840.4120043945313,1651.1280029296875,1646.012001953125,2096.2780444969235,1329.0,2294.39990234375,True,True,True,True,True,True,True,True,False,35.96133561378521,ppv,167.21885078490558,False,False,True,False,Industrial Products,Abrasives & Bearings,85.00727802037845,True,True,24303.04,20.38,92870,0.0839
AARVI.NS,143.10000610351562,142.91583251953125,133.39305602179633,132.26919998168944,129.23686650594075,127.51809986114502,142.72087518916908,96.98999786376953,154.6999969482422,True,True,True,True,True,True,True,True,False,34.623101475467855,noise,71.63358308396475,False,False,False,False,Commercial Services & Supplies,Diversified Commercial Services,84.61911693352742,True,True,211.63,0.42,29559,0.1996
STARHEALTH.NS,577.0999755859375,550.9041697184244,530.3805609809028,526.6180047607422,483.6993349202474,481.0627516174316,561.9289923435545,412.6000061035156,597.4000244140625,True,True,True,True,True,True,True,True,False,33.83579759938773,ppv,86.2801377307176,False,False,False,False,Insurance,General Insurance,84.37651625424552,True,True,33830.26,42.55,740112,0.1258
GMRAIRPORT.NS,108.44000244140625,106.63333447774251,100.86638916863336,99.78080017089843,98.7589330037435,96.91479957580566,107.08179178885523,80.37999725341797,111.1500015258789,True,True,True,True,True,True,True,True,False,33.23504515862936,green,116.43644986053579,False,False,False,False,Transport Infrastructure,Airport & Airport services,84.08539543910723,True,True,114596.57,206.52,19029117,0.1802
MINDACORP.NS,670.4500122070312,654.2291666666666,601.970832824707,581.0360009765625,567.3202600097657,566.1247901916504,657.0769814373233,443.7837866650364,691.0,True,True,True,True,True,True,True,True,False,33.114812941422535,green,121.84098156038459,False,False,True,False,Auto Components,Auto Components & Equipments,83.98835516739447,True,True,15789.19,37.56,559818,0.2379
WELSPUNLIV.NS,167.32000732421875,153.12333170572916,144.14861043294272,140.3317999267578,132.2858004252116,130.43805015563964,158.41385443058132,107.0999984741211,171.0,True,True,True,True,True,True,True,True,False,32.93011966577035,noise,87.15832181399877,False,True,False,False,Textiles & Apparels,Other Textile Products,83.89131489568172,True,True,15723.07,42.87,2566999,0.2727
SANGAMIND.NS,541.8499755859375,534.4905395507812,518.0537134806315,515.54474609375,470.0098956298828,458.0740393066406,536.7173246592539,338.59289311880764,574.9000244140625,True,True,True,True,True,True,True,True,False,32.472661762399554,noise,66.55377983072681,False,True,False,False,Textiles & Apparels,Other Textile Products,83.79427462396895,True,True,2643.02,3.06,57141,0.1159
DCBBANK.NS,186.14999389648438,183.00067011515299,178.9553510877821,181.66439361572264,179.87458424886069,170.2949557876587,183.88804676569643,118.51625759687853,204.18790888548025,True,True,True,True,True,True,True,True,False,31.394004538654485,green,108.47086442252099,False,False,False,False,Banks,Private Sector Bank,83.55167394468704,True,True,5975.82,24.96,1345103,0.4176
SONACOMS.NS,619.25,603.3795827229818,596.0356597900391,593.0113940429687,530.4486018880208,510.04045822143553,609.8027561565991,399.8350028638013,632.2000122070312,True,True,True,True,True,True,True,True,False,30.963523922986557,red,156.9882678910785,False,False,False,False,Auto Components,Auto Components & Equipments,83.30907326540515,True,True,38528.84,140.54,2268991,0.3648
AUBANK.NS,1033.8499755859375,1020.5333251953125,999.7930569118923,1006.9050012207031,977.6886665852865,932.3347509765625,1028.163349376522,682.1500244140625,1079.550048828125,True,True,True,True,True,True,True,True,False,29.951038006536447,red,117.32692030632268,False,False,False,False,Banks,Other Bank,82.72683163512859,True,True,77739.51,208.77,2009745,0.2686
CONFIPET.NS,71.87000274658203,70.56416702270508,66.65972211625841,63.528000030517575,45.34000010172526,45.00321519851685,70.84870185388331,28.059999465942383,80.56999969482422,True,True,True,True,True,True,True,True,False,27.837070768535966,noise,98.66084635606974,False,True,False,False,Gas,LPG/CNG/PNG/LNG Supplier,81.46530810286269,True,True,2383.5,35.8,4990556,1.5021
JBCHEPHARM.NS,2243.89990234375,2219.1833292643228,2178.220119900174,2136.6006127929686,1980.5129443359374,1908.1920788574218,2217.6096506131585,1580.030091023051,2300.0,True,True,True,True,True,True,True,True,False,26.801648846608252,noise,51.12070917495982,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,80.9315866084425,True,True,35708.26,63.78,286793,0.1786
MANGLMCEM.NS,921.7999877929688,864.1333363850912,859.173607720269,876.1849951171876,818.4539986165364,801.8412487792968,879.0175621414272,679.3499755859375,967.9500122070312,True,True,True,True,True,True,True,True,True,26.764821712390983,ppv,233.41433448028232,False,False,False,False,Cement & Cement Products,Cement & Cement Products,80.88306647258612,True,True,2535.66,7.44,80692,0.2935
MANAKSTEEL.NS,73.87000274658203,69.81166776021321,67.37583382924397,68.57680030822753,62.964866689046225,62.164500064849854,71.04395108979716,45.11000061035156,87.12999725341797,True,True,True,True,True,True,True,True,False,26.51139496274415,ppv,68.98393846826573,False,False,False,False,Ferrous Metals,Iron & Steel,80.73750606501699,True,True,484.3,0.6,81072,0.1237
NUVAMA.NS,1748.5999755859375,1672.5916544596355,1573.0103793674045,1510.8814672851563,1391.4894222005207,1381.2340899658202,1697.9213572728154,1086.5091731363827,1779.9000244140625,True,True,True,True,True,True,True,True,False,26.196814450250617,noise,85.45518791468685,False,False,True,False,Capital Markets,Stockbroking & Allied,80.4463852498787,True,True,32125.07,98.74,561001,0.3073
INDIGRID.NS,176.14999389648438,172.97333272298178,171.1890411376953,170.53222900390625,163.74739735921224,162.2370026397705,173.84747951303493,135.13985027164227,177.9499969482422,True,True,True,True,True,True,True,True,False,25.6300155653177,red,310.27269346468444,False,False,False,False,Power,Power - Transmission,80.15526443474042,True,True,13341.62,10.73,766069,0.0804
MAGSON.NS,175.0,164.2375005086263,171.79444461398654,174.41000030517577,146.71799992879232,137.64774978637695,167.21754233370265,100.5,199.5,True,True,True,True,True,True,True,True,False,25.0,dry,13.568521031207597,False,False,False,False,Food Products,Packaged Foods,79.91266375545851,True,True,73.0,0.17,18666,0.2378
ADOR.NS,1229.300048828125,1186.9750061035156,1125.941674126519,1104.446005859375,1048.4516666666666,1047.5254998779296,1202.9992949305615,848.0,1262.9000244140625,True,True,True,True,True,True,True,True,False,24.861308450242237,noise,29.542661218522653,False,True,False,False,Industrial Products,Other Industrial Products,79.81562348374575,True,True,2138.81,4.63,37665,0.2164
GALAPREC.NS,1083.6500244140625,1036.429163614909,929.3972235785591,883.8550012207031,794.7676668294271,790.6639993286133,1061.4270779014657,671.2000122070312,1199.0,True,True,True,True,True,True,True,True,False,24.607600068106162,noise,61.27478612484334,False,False,False,False,Industrial Manufacturing,Industrial Products,79.67006307617662,True,True,1396.97,7.86,72117,0.5627
AJANTPHARM.NS,3180.39990234375,3126.2332763671875,3085.6444159613716,3013.5719775390626,2861.4799951171876,2763.6879309082033,3140.5947641424445,2304.0552404050886,3314.89990234375,True,True,True,True,True,True,True,True,False,24.2591264071526,noise,30.061796243689486,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,79.52450266860748,True,True,39866.96,36.88,115561,0.0925
MEGASTAR.NS,351.8500061035156,327.6875,310.06944274902344,303.80499877929685,261.52713287353515,255.57149978637696,333.3471865305955,203.0,355.0,True,True,True,True,True,True,True,True,False,23.542844517004657,ppv,162.5045942496627,False,False,True,False,Food Products,Other Food Products,79.37894226103833,True,True,395.28,1.64,46762,0.4141
PREMIERPOL.NS,62.689998626708984,59.56416670481364,56.63666672176785,56.01480003356934,51.96660006205241,50.131217613220215,60.86657602167777,38.0,68.87000274658203,True,True,True,True,True,True,True,True,False,23.358120094451063,noise,64.86086440509553,False,False,False,False,Industrial Products,Plastic Products - Industrial,79.28190198932556,True,True,661.97,0.74,117773,0.1124
BAHETI.NS,719.25,661.7958323160807,623.0305582682291,614.2210021972656,588.299999593099,582.3950009155274,684.8510353672276,478.0,743.9500122070312,True,True,True,True,True,True,True,True,False,23.328186719014,red,111.671469740634,False,False,False,False,Industrial Products,"Aluminium, Copper & Zinc Products",79.23338185346918,True,True,294.47,0.87,30672,0.2958
MACPOWER.NS,1154.300048828125,1071.8291931152344,1080.2472296820747,1097.9420043945313,990.2350012207031,954.6207385253906,1110.521948320949,761.0,1250.0,True,True,True,True,True,True,True,True,False,22.354228102667804,noise,31.515044962861328,False,False,False,False,Industrial Manufacturing,Industrial Products,78.4570596797671,True,True,1150.58,3.8,33080,0.3307
PHOENIXLTD.NS,1904.5999755859375,1842.8916524251301,1788.3611145019531,1788.766005859375,1745.6219995117187,1717.8070275878906,1859.4516261776157,1400.2525431951217,1993.0,True,True,True,True,True,True,True,True,False,21.7938423963715,red,141.10969641562068,False,False,False,False,Realty,"Residential, Commercial Projects",78.06889859291606,True,True,68159.12,95.43,500731,0.14
SIS.NS,435.3999938964844,427.98333231608075,408.3124991522895,392.4570007324219,339.7188195800781,338.372307434082,429.5836864354538,257.04998779296875,480.95001220703125,True,True,True,True,True,True,True,True,False,20.839823649179333,red,162.87102175822147,False,True,False,False,Other Consumer Services,Other Consumer Services,77.53517709849588,True,True,6174.84,13.26,303522,0.2148
VOLTAMP.NS,10304.0,10086.958333333334,9617.666666666666,10010.28,8749.513333333334,8411.4175,10199.94899510345,6666.0,12863.0,True,True,True,True,True,True,True,True,False,20.32722704897514,noise,56.653834461544015,False,False,False,False,Electrical Equipment,Heavy Electrical Equipment,77.19553614750122,True,True,10469.2,75.77,73226,0.7238
MANAPPURAM.NS,318.5,313.5833333333333,314.27637651231555,307.8387384033203,292.5672814941406,289.9786717224121,317.3253898586779,244.06989380600746,334.0,True,True,True,True,True,True,True,True,False,18.645357219267634,ppv,203.11056592770092,False,False,False,False,Finance,Non Banking Financial Company (NBFC),76.12809315866085,True,True,29936.64,120.94,3794935,0.404
RATNAVEER.NS,180.50999450683594,175.59249877929688,174.72805489434137,170.49579956054689,156.8603996785482,155.59964988708495,179.1549884276316,130.5,197.0,True,True,True,True,True,True,True,True,True,18.444883028961854,red,263.04478310388794,False,False,False,False,Industrial Products,Iron & Steel Products,75.9825327510917,True,True,1285.68,42.1,2339017,3.2747
GRCL.NS,575.0,529.8125076293945,540.7069481743706,500.71000305175784,418.81566752115884,410.60375091552737,546.6628539556294,306.6499938964844,617.0,True,True,True,True,True,True,True,True,False,17.827868852459016,dry,18.963337547408344,False,False,False,False,Industrial Products,Rubber,75.54585152838428,True,True,212.28,0.13,3408,0.0594
ZIMLAB.NS,124.9000015258789,116.92083422342937,107.56777890523274,101.47040084838868,80.9890670267741,78.92975021362305,119.28170072368258,59.310001373291016,133.89999389648438,True,True,True,True,True,True,True,True,False,17.597215518796318,noise,77.12249013135529,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,75.44881125667152,True,True,680.07,1.22,96004,0.1793
TIRUPATIFL.NS,48.36000061035156,46.98499997456869,44.34888903299967,44.541000061035156,39.43466655731201,39.293249940872194,47.528574487038654,30.110000610351562,52.0,True,True,True,True,True,True,True,True,False,16.389895302854374,noise,95.63423697995196,False,True,False,False,Industrial Products,Castings & Forgings,74.4784085395439,True,True,580.76,1.48,301308,0.2542
PIXTRANS.NS,1796.0999755859375,1627.8250122070312,1582.2916666666667,1565.4219995117187,1470.373330891927,1464.8319989013671,1646.066848486209,1220.0999755859375,1854.0,True,True,True,True,True,True,True,True,False,16.217523544401026,ppv,3740.9373919873083,True,False,True,False,Industrial Products,Rubber,74.38136826783115,True,True,2419.84,11.18,62951,0.462
ANTELOPUS.NS,808.0999755859375,802.7500050862631,783.4361029730903,747.5909924316406,581.4036641438802,572.9464993286133,805.1348931976229,357.0,933.6500244140625,True,True,True,True,True,True,True,True,False,14.146473854374154,noise,34.89538979353049,False,True,False,False,Oil,Oil Exploration & Production,72.5376031052887,True,True,2830.57,16.87,209553,0.596
AXISBANK.NS,1377.199951171875,1356.2333374023438,1298.9333394368489,1304.8680004882813,1294.25466796875,1265.9185021972655,1357.1536943882704,1042.5,1418.300048828125,True,True,True,True,True,True,True,True,False,13.530763637300414,red,117.75930324626245,False,False,False,False,Banks,Private Sector Bank,72.0524017467249,True,True,428398.59,980.45,7119191,0.2289
VISHNU.NS,608.4000244140625,602.3375091552734,597.8250037299263,596.30900390625,541.5223345947265,528.284250793457,608.2953759415519,443.70001220703125,652.0,True,True,True,True,True,True,True,True,False,13.483806001032605,noise,63.986740982113275,False,False,False,False,Chemicals & Petrochemicals,Specialty Chemicals,72.00388161086852,True,True,4124.74,8.12,132534,0.1969
ASHIANA.NS,385.04998779296875,375.5833384195964,368.85277981228296,360.6800018310547,321.48962890625,314.7788668823242,378.74585601490276,268.63644581896057,405.0,True,True,True,True,True,True,True,True,False,13.110602114775194,noise,48.78221246586018,False,True,False,False,Realty,"Residential, Commercial Projects",71.61572052401746,True,True,3874.23,4.61,119603,0.119
AKUMS.NS,609.3499755859375,608.1833292643229,558.3055538601345,553.3039990234375,488.0480000813802,480.70025009155273,603.8535874278181,409.29998779296875,639.0,True,True,True,True,True,True,True,True,False,12.623600283510882,noise,73.08303580704629,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,71.17903930131004,True,True,9302.48,17.01,280002,0.1829
ENGINERSIN.NS,251.82000732421875,244.19499969482422,240.1613883972168,243.16619995117188,211.38245361328126,208.15192718505858,248.79893802895904,162.352472800208,267.0,True,True,True,True,True,True,True,True,False,12.563677932622518,noise,55.2327540553822,False,False,False,False,Construction,Civil Construction,71.03347889374089,True,True,14156.72,125.49,4982014,0.8864
JINDALSAW.NS,260.7200012207031,249.75916798909506,240.03163867526584,238.40178588867187,196.84569549560547,195.51969314575194,254.5528309328696,151.60325107352764,269.9100036621094,True,True,True,True,True,True,True,True,False,11.96683853457483,noise,74.38853847979736,False,False,False,False,Industrial Products,Iron & Steel Products,70.54827753517709,True,True,16578.15,73.64,2832354,0.4442
ALIVUS.NS,1108.300048828125,1066.3250071207683,1063.9250064425999,1061.716007080078,969.3006689453125,960.0547509765624,1081.802364609293,819.0,1148.4000244140625,True,True,True,True,True,True,True,True,True,11.620566538187127,noise,47.42928016519241,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,70.3056768558952,True,True,13539.39,11.12,100809,0.0821
