symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
ABB.NS,2026-07-16,7667.5,6983.166666666667,7034.888888888889,6910.25,6235.952786458333,5958.844301757813,7082.535227148641,4618.610322519749,7924.5,True,True,True,True,True,True,True,True,False,36.58403019018645,ppv,600.2576662125689,False,False,True,False,,Electrical Equipment,Heavy Electrical Equipment,87.21927317272356,True,True,,,,
AARTIIND.NS,2026-07-16,504.75,482.8875020345052,471.8611111111111,473.1660009765625,434.7920011393229,421.0692504882812,486.1965225730062,338.04998779296875,523.0999755859375,True,True,True,True,True,True,True,True,False,14.165499735598397,ppv,95.17256158996913,False,True,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,76.56186198448346,True,True,,,,
AARVI.NS,2026-07-16,153.52000427246094,146.71916834513345,141.25500085618762,137.26380081176757,130.65146682739257,129.14014999389647,148.43074553024744,96.98999786376953,168.39999389648438,True,True,True,True,True,True,True,True,False,42.53207652323907,ppv,187.4206097875969,False,False,False,False,,Commercial Services & Supplies,Diversified Commercial Services,89.66925275622704,True,True,,,,
ACCENTMIC.NS,2026-07-15,521.5,503.81249745686847,474.1124988132053,465.7119995117188,394.30933430989586,366.6835006713867,505.9259133010106,238.0,525.0,True,True,True,True,True,True,True,True,False,104.46013158855068,ppv,100.11123470522803,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.182523478971,True,True,,,,
ACCORD.NS,2026-07-15,210.64999389648438,182.9458325703939,119.92777729034424,99.92999969482422,53.20666659037272,45.41499994277954,188.45260872985034,19.850000381469727,210.64999389648438,True,True,True,True,True,True,True,True,False,823.9035129180209,ppv,407.23981900452486,True,False,True,False,,Telecom - Services,Other Telecom Services,99.95916700694161,True,True,,,,
ACMESOLAR.NS,2026-07-16,394.0,381.47916412353516,355.4972212049696,336.36499877929685,276.0719102986654,272.2194933319092,381.2249546888501,195.72747422084996,398.6499938964844,True,True,True,True,True,True,True,True,False,35.29601011393477,noise,66.66054439254836,False,False,True,False,,Power,Power Generation,86.40261331155573,True,True,,,,
ACUTAAS.NS,2026-07-16,3583.800048828125,3521.633341471354,3306.627780490451,3181.760009765625,2438.172000325521,2241.7055017089842,3495.924548747062,1123.8557221594572,3740.0,True,True,True,True,True,True,True,True,False,212.44112826421193,noise,74.09656941778906,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.10167415271539,True,True,,,,
ADANIENSOL.NS,2026-07-16,1689.5,1629.2750142415364,1552.5694512261284,1498.6680053710938,1199.1140014648438,1139.2070013427735,1642.6122306910077,744.9000244140625,1744.0,True,True,True,True,True,True,True,True,False,91.87961385576378,noise,92.75007668621282,False,False,False,False,,Power,Power Distribution,96.28419763168641,True,True,,,,
ADANIGREEN.NS,2026-07-16,1543.699951171875,1541.0416463216145,1507.008327907986,1473.06599609375,1150.8563317871094,1125.5997485351563,1542.820222233875,765.0,1631.5,True,True,True,True,True,True,True,True,False,50.47274728875762,noise,63.10155391739279,False,False,False,False,,Power,Power Generation,91.71090240914658,True,True,,,,
ADANIPORTS.NS,2026-07-16,1826.4000244140625,1834.2916564941406,1815.617896185981,1802.4399169921876,1587.463788248698,1554.2268463134765,1824.0632995982053,1285.0840970824604,1891.0999755859375,True,True,True,True,True,True,True,True,False,27.99003752821887,noise,88.29354649567016,False,False,False,False,,Transport Infrastructure,Port & Port services,83.74846876276031,True,True,,,,
ADFFOODS.NS,2026-07-16,302.3999938964844,312.4458312988281,297.98333146837024,290.34999877929687,233.67599924723308,228.27157203674315,310.1014814423587,153.10000610351562,346.95001220703125,True,True,True,True,True,True,True,False,False,17.648672833983838,noise,22.54657702028334,False,False,False,False,,Food Products,Packaged Foods,78.52184565128624,True,True,,,,
ABSLAMC.NS,2026-07-16,1132.0999755859375,1153.2333170572917,1121.5110999213325,1096.3779956054686,958.6853336588541,913.7130004882813,1148.325477255492,708.0,1224.9000244140625,True,True,True,True,True,True,True,False,False,36.84004500267435,noise,46.11010933472171,False,False,False,False,,Capital Markets,Asset Management Company,87.42343813801551,True,True,,,,
ABCAPITAL.NS,2026-07-16,399.70001220703125,400.38333384195965,378.2666659884983,371.56999938964844,351.51999959309893,344.3149995422363,399.811135901563,243.0,410.70001220703125,True,True,True,True,True,True,True,False,False,47.21915735065607,noise,48.197520179519856,False,False,False,False,,Finance,Investment Company,91.01674152715394,True,True,,,,
AEROENTER.NS,2026-07-16,119.61000061035156,125.30583318074544,119.0694448682997,113.95900009155274,92.13253326416016,90.52494983673095,123.31241552547769,62.20000076293945,149.5500030517578,True,True,True,True,True,True,True,False,False,18.68437261155369,noise,32.17017004661022,False,False,False,False,,Industrial Products,Iron & Steel Products,78.97100857492855,True,True,,,,
AETHER.NS,2026-07-16,1499.199951171875,1418.2583414713542,1264.3861050075955,1222.9899975585938,1088.511338297526,1015.3797546386719,1435.885364106211,726.4500122070312,1538.5,True,True,True,True,True,True,True,True,False,93.19586999637563,noise,53.45772291898706,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,96.57002858309514,True,True,,,,
AIAENG.NS,2026-07-16,4779.5,4771.5,4669.5916748046875,4472.406010742187,4054.8493408203126,3903.204006347656,4767.592998659714,2985.486170743132,5180.0,True,True,True,True,True,True,True,True,False,40.056463764648754,noise,33.698412295922246,False,False,False,False,,Industrial Products,Castings & Forgings,88.73009391588404,True,True,,,,
AIMTRON.NS,2026-07-15,1389.4000244140625,1315.3375142415364,1266.070848253038,1222.1390087890625,970.6653356933593,933.4392504882812,1340.0774335555666,632.5999755859375,1480.0,True,True,True,True,True,True,True,True,False,79.69477528177251,noise,61.59110350727117,False,True,False,False,,Industrial Manufacturing,Industrial Products,95.30420579828501,True,True,,,,
AJANTPHARM.NS,2026-07-16,3452.800048828125,3364.941691080729,3180.936089409722,3167.4279833984374,2941.8673274739585,2825.2239965820313,3379.5040467160625,2304.0552404050886,3506.89990234375,True,True,True,True,True,True,True,True,False,32.93471411458877,noise,84.86971052975865,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,85.74928542262148,True,True,,,,
AKUMS.NS,2026-07-16,682.9500122070312,659.7400817871094,607.3687710232205,584.4855688476563,508.6509423828125,492.2658920288086,668.5481178216396,407.37371334346585,714.7000122070312,True,True,True,True,True,True,True,True,False,24.556051182015672,noise,29.149034763631263,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,82.07431604736627,True,True,,,,
ALIVUS.NS,2026-07-16,1164.0999755859375,1152.941650390625,1093.897221883138,1087.9960021972656,994.6843351236979,974.5677508544921,1152.7686377857985,819.0,1193.9000244140625,True,True,True,True,True,True,True,True,False,15.345292361753081,red,611.5980565694927,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,77.13352388730094,True,True,,,,
AMBIKCO.NS,2026-07-16,1733.699951171875,1736.7083231608074,1688.7888827853733,1657.0139892578125,1432.9566666666667,1410.1975,1734.3984746967328,1101.0,1816.300048828125,True,True,True,True,True,True,True,False,False,10.452116991067228,noise,20.221188962338253,False,False,False,False,,Textiles & Apparels,Other Textile Products,74.19354838709677,True,True,,,,
ANANDRATHI.NS,2026-07-16,2079.60009765625,2068.825022379557,1901.615281846788,1869.2696264648437,1674.8991015625,1630.2788708496093,2068.377429853002,1103.8418900977385,2176.199951171875,True,True,True,True,True,True,True,True,False,64.37418427204624,noise,40.72006584052505,False,False,False,False,,Capital Markets,Financial Products Distributor,93.87505104124132,True,True,,,,
ANTELOPUS.NS,2026-07-16,820.75,817.5124969482422,819.316663953993,795.1219934082031,621.3329972330729,591.9137484741211,823.2283343134854,357.0,933.6500244140625,True,True,True,True,True,True,True,False,False,24.658257831995,noise,54.4344764988272,False,False,False,False,,Oil,Oil Exploration & Production,82.19681502654144,True,True,,,,
APARINDS.NS,2026-07-16,14205.0,14142.0,14659.75,14098.16,11134.6,10538.0625,14204.223156891207,6801.0,17157.0,True,True,True,True,True,True,True,True,False,63.56573003612274,noise,60.60722612309573,False,True,False,False,,Electrical Equipment,Other Electrical Equipment,93.79338505512455,True,True,,,,
APCOTEXIND.NS,2026-07-16,541.7000122070312,516.3041636149088,516.146228366428,508.1161462402344,413.2182450358073,403.577872467041,520.6820791059059,307.1774227167927,579.0,True,True,True,True,True,True,True,True,True,37.686292840158806,noise,83.00507911397507,False,True,False,False,,Industrial Products,Rubber,87.87260106165782,True,True,,,,
APOLLOHOSP.NS,2026-07-16,8888.0,8823.208333333334,8554.722222222223,8442.17,7730.491858723958,7686.109562988281,8830.21451127372,6687.621668232306,9009.0,True,True,True,True,True,True,True,True,False,23.423703075071888,noise,59.09964425589047,False,False,False,False,,Healthcare Services,Hospital,81.50265414454879,True,True,,,,
APOLLO.NS,2026-07-16,398.3999938964844,412.1749979654948,412.6236097547743,393.13,292.29826619466144,291.24719955444334,406.2149368624489,162.20680873826853,466.5,True,True,True,True,True,True,True,False,False,116.4172298987264,dry,18.049317031308114,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,97.55002041649654,True,True,,,,
APOLLOPIPE.NS,2026-07-16,504.20001220703125,491.1958363850911,490.55555725097656,494.6970025634766,401.22966725667317,379.2580007171631,498.39087560851834,252.10000610351562,554.0,True,True,True,True,True,True,True,True,True,20.787333082960657,noise,53.82553127014158,False,False,False,False,,Industrial Products,Plastic Products - Industrial,80.1143323805635,True,True,,,,
ARVIND.NS,2026-07-16,535.5,544.1374918619791,521.0888824462891,505.69799560546875,400.34299845377603,380.9592488098144,539.6729389883048,274.79998779296875,600.0,True,True,True,True,True,True,True,False,False,59.91235254442908,noise,51.64297071671313,False,False,False,False,,Textiles & Apparels,Garments & Apparels,93.42588811759902,True,True,,,,
ASCOM.NS,2026-07-15,264.0,259.73750559488934,250.70416853162976,251.597001953125,209.38933400472004,184.32900058746338,259.784506181148,86.05000305175781,285.0,True,True,True,True,True,True,True,True,False,206.79836215834632,noise,43.103448275862064,False,False,False,False,,Finance,Non Banking Financial Company (NBFC),99.060841159657,True,True,,,,
