rank,symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band,rs_score,vcp_score,volume_score,newhigh_score,entry_score,group_score,entry_status,market_state,market_multiplier,minervini_score,grade
1,SYRMA.NS,2026-09-01,1447.9000244140625,1465.7583414713542,1419.3839992947048,1415.6357788085938,1106.3376033528646,1017.2126986694336,1459.8398090510968,633.8515990037583,1541.423280918013,True,True,True,True,True,True,True,False,False,91.99576615980692,noise,46.418238450923695,False,True,False,False,,Industrial Manufacturing,Industrial Products,94.59677419354838,True,True,27890.17,194.43,1342873.0,0.6971,20,57.4,41.6,94.0,81.9,100.0,83.33333333333334,actionable,under_pressure,0.85,62.9,B
2,ARVIND.NS,2026-09-01,557.0999755859375,540.1083323160807,538.0902760823568,541.4229956054687,450.5763315836588,418.4294984436035,545.9122377885211,277.8999938964844,600.0,True,True,True,True,True,True,True,True,False,95.06301249307984,noise,59.47781322615426,False,False,False,False,,Textiles & Apparels,Garments & Apparels,94.95967741935483,True,True,15155.38,46.54,835425.0,0.3071,20,71.4,47.1,80.9,79.7,100.0,70.83333333333334,actionable,under_pressure,0.85,62.4,B
3,ABB.NS,2026-09-01,7396.0,7526.041666666667,7461.024183485243,7292.26060546875,6712.979765625,6287.072041015625,7525.943055466097,4564.870705303207,7832.294844565128,True,True,True,True,True,True,True,False,False,46.539650868764795,noise,77.4199317105648,False,True,False,False,,Electrical Equipment,Heavy Electrical Equipment,87.5,True,True,156727.43,235.78,318795.0,0.1504,No Band,51.3,65.4,57.5,82.9,100.0,81.25,actionable,under_pressure,0.85,60.2,B
4,AEROENTER.NS,2026-09-01,143.38999938964844,137.29347928365073,128.12086338467068,128.84517700195312,101.96698404947917,97.37931793212891,139.09110932312166,62.02029581540144,149.1179264567163,True,True,True,True,True,True,True,True,False,66.48019771678952,ppv,171.87494854840648,False,False,False,False,,Industrial Products,Iron & Steel Products,91.45161290322581,True,True,1622.66,16.3,1137050.0,1.0048,20,80.1,53.0,93.8,86.3,50.0,62.5,watch — approaching pivot,under_pressure,0.85,60.1,B
5,GRWRHITECH.NS,2026-09-01,7209.5,7140.875,7081.236111111111,7014.71,5398.121336263021,4899.1275,7157.461225074081,2690.699951171875,7990.0,True,True,True,True,True,True,True,True,False,160.82701369747343,noise,47.326721576483564,False,True,False,False,,Industrial Products,Plastic Products - Industrial,98.18548387096774,True,True,16749.39,51.11,70889.0,0.3051,20,78.6,54.1,63.2,74.5,81.8,62.5,actionable,under_pressure,0.85,58.2,B
6,NETWEB.NS,2026-09-01,5136.5,5297.733317057292,4794.224351671007,4713.65701171875,4073.1548421223956,3860.249127197266,5228.561138136945,2198.729598164492,5813.0,True,True,True,True,True,True,True,False,False,130.19086085857845,noise,95.34355260174752,False,False,False,False,,IT - Services,IT Enabled Services,97.13709677419354,True,True,30534.39,928.02,1806709.0,3.0392,20,63.3,39.0,57.5,70.7,100.0,91.66666666666666,actionable,under_pressure,0.85,57.8,B
7,CONFIPET.NS,2026-09-01,80.33999633789062,76.01416778564453,77.04000049167209,76.00920043945312,58.31106685638428,52.6906001663208,78.13923598298469,28.059999465942383,86.4000015258789,True,True,True,True,True,True,True,True,False,67.83714464407188,noise,43.40751199155517,False,False,False,False,,Gas,LPG/CNG/PNG/LNG Supplier,91.89516129032258,True,True,2669.22,27.94,3477535.0,1.0467,20,71.1,42.8,77.0,80.0,77.5,64.58333333333334,actionable,under_pressure,0.85,57.4,B
8,BHEL.NS,2026-09-01,426.54998779296875,423.7624994913737,416.49742804633246,410.7873779296875,350.6589423624674,332.26051750183103,425.5507661068447,208.3778228297659,446.5,True,True,True,True,True,True,True,True,False,101.64260679072056,noise,58.45270902551629,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,95.52419354838709,True,True,148527.41,517.42,12130433.0,0.3484,No Band,63.6,55.4,45.0,85.1,88.2,81.25,actionable,under_pressure,0.85,57.4,B
9,SIGMAADV.NS,2026-09-01,780.4500122070312,709.3708343505859,644.5763888888889,624.172998046875,381.85013295491535,333.8768501281738,734.8694572588819,126.7300033569336,801.0,True,True,True,True,True,True,True,True,False,485.0450134297939,noise,53.1048243369738,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,99.79838709677419,True,True,13754.63,30.77,394312.0,0.2237,5,69.5,70.0,95.2,88.9,0.0,79.16666666666666,extended,under_pressure,0.85,57.4,B
10,RPTECH.NS,2026-09-01,809.0999755859375,830.4916636149088,820.2134772406685,805.831669921875,568.0030979410807,512.5360873413086,821.002601573169,275.91551229187843,965.4798808795799,True,True,True,True,True,True,True,False,False,190.77107462271448,noise,34.79886234566532,False,False,False,False,,IT - Hardware,Computers Hardware & Equipments,98.62903225806451,True,True,5331.94,112.28,1387771.0,2.1059,20,73.1,37.1,96.5,61.6,79.9,57.291666666666664,actionable,under_pressure,0.85,57.3,B
