symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,ff_pct,traded_value_cr,traded_volume,traded_val_pct_of_ff,_ff_mc_raw,liquidity_score
STLTECH.NS,441.1499938964844,405.3208287556966,307.85305319892035,273.5147985839844,169.6381325785319,157.6032492828369,405.2257911674132,67.55000305175781,441.1499938964844,True,True,True,True,True,True,True,True,False,537.5921062729742,noise,33.43482134588965,False,100.0,True,True,,,,,,,
MTARTECH.NS,8075.5,7075.125,5687.522237141927,5082.340009765625,3521.820662434896,3050.175496826172,7256.720092310801,1390.5,8449.5,True,True,True,True,True,True,True,True,False,396.95384615384614,ppv,362.7456341680949,False,99.85170538803757,True,True,,,,,,,
NEUEON.NS,25.540000915527344,25.561667283376057,20.80222251680162,19.136000175476074,11.228399991989136,9.726299941539764,25.133422736292275,5.21999979019165,27.399999618530273,True,True,True,True,True,True,True,True,False,389.2720678555746,dry,0.0,False,99.80227385071676,True,True,,,,,,,
VMARCIND.NS,1121.9000244140625,1100.4041646321614,929.2208336724175,854.4420007324219,722.154667561849,655.8895008850097,1091.1020348628886,271.3500061035156,1260.0,True,True,True,True,True,True,True,True,False,261.08785977983734,noise,51.86958504331965,False,99.6045477014335,True,True,,,,,,,
BAJAJCON.NS,571.75,537.6875,471.0708355373806,437.707001953125,345.5184010823568,317.86645050048827,536.4455793459559,168.25,578.0,True,True,True,True,True,True,True,True,False,234.51322614388027,noise,75.44839410619691,False,99.45625308947108,True,True,,,,,,,
HOACFOODS.NS,532.4500122070312,491.4750035603841,444.28472391764325,418.52600158691405,356.66500071207685,322.5675003814697,493.5476584353289,149.64999389648438,540.5499877929688,True,True,True,True,True,True,True,True,False,234.03389748735407,noise,87.97653958944281,False,99.40682155215028,True,True,,,,,,,
VENUSREM.NS,1082.050048828125,980.7500050862631,971.3138902452257,941.3590026855469,763.4626668294271,690.2334999084472,1001.5217575209858,323.0,1088.800048828125,True,True,True,True,True,True,True,True,False,215.69658609135666,green,146.6414107790319,False,99.20909540286704,True,True,,,,,,,
UNIHEALTH.NS,460.8500061035156,448.4874979654948,453.74027845594617,428.3120001220703,321.5456673177083,282.4092505645752,452.93117410799664,133.64999389648438,529.7999877929688,True,True,True,True,True,True,True,True,False,200.61969793172244,noise,72.72139625080801,False,99.06080079090461,True,True,,,,,,,
UCL.NS,155.75,143.78749974568686,119.06666670905219,105.88199981689453,69.81966674804687,63.70600021362305,146.00299877056062,38.0,155.75,True,True,True,True,True,True,True,True,False,199.51923076923075,dry,5.747126436781609,False,99.0113692535838,True,True,,,,,,,
OLIL.NS,460.1499938964844,459.25416564941406,378.7333340115017,360.83700073242187,322.8740000406901,304.8097499847412,451.6107626211963,163.0,479.8999938964844,True,True,True,True,True,True,True,True,False,174.38879085877502,noise,24.72624514305899,False,98.76421156697972,True,True,,,,,,,
